,BREAST_BT549,BREAST_HS578T,BREAST_MCF7,BREAST_MCF7ADRr,BREAST_MDAMB231,BREAST_MDAMB435,BREAST_MDN,BREAST_T47D,CNS_SF268,CNS_SF295,CNS_SF539,CNS_SNB19,CNS_SNB75,CNS_U251,COLON_COLO205,COLON_HCC2998,COLON_HCT116,COLON_HCT15,COLON_HT29,COLON_KM12,COLON_SW620,LEUK_CCRFCEM,LEUK_HL60,LEUK_K562,LEUK_MOLT4,LEUK_RPMI8266,LEUK_SR,MELAN_LOXIMVI,MELAN_M14,MELAN_MALME3M,MELAN_SKMEL2,MELAN_SKMEL28,MELAN_SKMEL5,MELAN_UACC257,MELAN_UACC62,NSCLC_A549,NSCLC_EKVX,NSCLC_H226,NSCLC_H23,NSCLC_H332M,NSCLC_H460,NSCLC_H522,NSCLC_HOP62,NSCLC_HOP92,OVAR_IGROV1,OVAR_OVCAR3,OVAR_OVCAR4,OVAR_OVCAR5,OVAR_OVCAR8,OVAR_SKOV3,PROSTATE_DU145,PROSTATE_PC3,RENAL_7860,RENAL_A498,RENAL_ACHN,RENAL_CAKI1,RENAL_RXF393,RENAL_SN12C,RENAL_TK10,RENAL_UO31
D83174_s_at,1.764264939,3.110936717,-0.371051026,1.003756629,0.011155081,1.234601334,0.811641272,0.371673838,-0.885624199,-1.470586699,2.091001293,-0.992539403,3.000507837,-0.282457103,-1.555475597,-0.337774871,-0.639867784,-0.913369189,0.640921616,-1.286986761,-0.319098946,-1.956013527,-1.956013527,-0.555475597,-1.956013527,-1.182017202,-1.277941622,1.04758871,0.612018578,-0.818510003,-1.956013527,-0.645673406,-1.95601353,-0.014907216,1.25966507,-1.07630776,1.385972221,1.732166832,1.985092784,0.128050738,-0.255573809,-0.011155081,-0.669132379,0.072555626,0.093617241,1.549877403,0.397309764,1.305517289,0.75548138,0.304012129,-0.30985087,-1.233547502,0.04037522,1.445889945,-1.124136285,0.570055285,1.449978833,-0.588642461,0.911882937,0.27664723
D17547_at,0,0,0,0,0,3.374343989,2.13422094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.868884273,1.541019153,3.124328135,3.001802243,5.06608919,4.759155834,0.056583528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M63138_at,-0.483375205,0.06898263,0.34795858,-1.443629026,0.827224884,-0.030553044,0.422977974,2.736280064,-0.724016999,0.280736531,0.287837587,0.608348264,1.621523653,-0.087607733,1.414351969,0.027162454,-1.15983606,-0.540926228,-1.645262888,0.154342535,-0.82253274,-1.172775116,-1.483375205,-2.072373219,-2.323334793,-1.636274104,-1.451491144,-0.124840639,2.042637635,2.46116919,1.945698354,2.224485164,2.2896074,2.38319576,-0.752871862,0.010088941,1.147852668,0.91085993,-0.20563975,0.593141852,1.277172853,-1.817443863,-1.084547933,1.278361724,-0.156619348,-0.25983185,0.202734019,-1.172775116,-1.532562755,0.133471356,-0.787281893,-0.150207359,-0.072373219,2.184459847,-0.562049519,0.459073772,1.180013942,-0.010088941,-0.82763963,0.610237846
Z24727_at,1.075177773,1.914381562,-2.088320959,0.467495196,-0.608055837,0.049182565,-0.819287812,0.532265452,1.911679041,1.759675948,2.132782767,0.245102775,2.408013555,0.864012608,-0.135987392,-0.997467528,-2.088320959,-1.224382508,0.927818744,-0.049182565,-1.40126027,-2.088320959,-2.088320959,-2.088320959,-2.088320959,-2.088320959,-2.088320959,-0.370233375,-0.4283964,-0.639420008,0.741528601,-2.088320959,-1.93776128,-2.088320959,-1.110125329,1.763677878,1.500243779,2.963486148,-0.513008628,-0.886687098,-2.088320959,-2.088320959,0.700364752,-0.54235259,2.239366405,-0.602894132,2.181460279,1.256507538,0.344638448,0.279050107,0.501442528,-1.766392864,1.763677878,1.979489825,1.12424838,2.545110252,2.267822851,-1.886687098,2.326491102,2.225650412
X90858_at,-0.53601859,0.263068716,-0.53601859,-0.071350323,0.77432153,1.315980247,2.072790652,-0.53601859,-0.309510061,0.009949779,0.04894391,1.83414569,0.32791986,1.915522243,-0.53601859,-0.146451779,-0.53601859,-0.53601859,-0.372519858,-0.53601859,0.594912279,-0.53601859,-0.53601859,-0.53601859,-0.53601859,-0.53601859,1.434835064,3.134141924,1.738988457,1.058529959,1.548045674,2.007477293,4.51535351,2.793105006,1.271336332,0.46398141,0.633906411,-0.372519858,-0.53601859,1.408839855,-0.53601859,-0.53601859,1.019797565,0.88621441,-0.53601859,-0.53601859,0.271336332,0.939066293,-0.53601859,0.03929374,2.65459627,-0.030127661,-0.53601859,-0.53601859,0.105527439,-0.081842697,-0.398515067,-0.237360275,1.397554048,-0.009949779
D28124_at,-0.009949779,-0.287483754,-1.44652044,-0.753610025,-0.473896878,0.653015234,0.920261891,0.263068716,-0.263398136,-0.576990371,1.342118176,-1.49057562,2.588309545,-1.468379874,0.724609318,0.580346166,-0.14425087,0.064251163,-0.046475655,0.593594148,-0.122424508,-1.843591392,-1.857946685,-1.424987278,-1.857946685,-1.857946685,0.566975403,-1.49057562,2.649213664,0.705211445,0.503821674,3.192119613,3.00648711,1.905464889,1.573676274,-0.462883886,-0.034197325,0.184697652,-0.865178255,-0.850751184,-1.14425087,-1.14425087,-0.441106943,0.534370738,-0.513118188,1.03929374,0.009949779,0.243030962,-0.501802875,1.096249625,-0.253875362,0.090654162,0.877575492,0.65554406,-0.054719649,0.331087139,0.492550562,-0.258628892,0.860140899,1.268034969
HG384-HT384_at,-0.014124955,-0.220629264,0.179301343,-0.548581147,-0.07151445,0.042405141,-0.490412005,0.396042096,-0.471214183,-0.402324043,-0.58939561,0.087123062,0.184152781,0.147362983,0.450412439,0.407496249,0.393426148,0.041068694,0.103861345,0.338998505,0.861921948,-0.336574098,0.089064343,-0.394165519,-0.828617206,-0.287056626,0.011349206,0.075420199,0.679405625,-0.067184197,-0.655032088,0.469415282,0.89447798,0.31763297,0.037722149,0.859649391,-0.689005209,-0.124517372,-0.124517372,-0.287896134,0.217663587,-0.164816612,-0.226250683,0.041068694,0.853952286,-0.385154278,-0.434497613,0.17504291,-0.508889646,-1.608145701,0.427068992,-0.443823406,0.038392079,-0.011349206,-0.180321276,0.45794349,-0.747852694,0.074767248,-0.156359543,-0.704614117
X80909_at,-0.388851982,-0.719724862,0.129845322,0.464038421,-0.490937654,-0.143446188,0.151305684,0.92988119,-0.395437494,-0.336317518,-0.398269085,-0.114442377,-0.271715043,0.216922715,0.460395907,-0.234129387,-0.283882422,0.471295975,-0.056635581,-0.04253868,0.73820339,-0.007527173,0.323309136,0.238958366,0.083238291,0.278503148,0.080529004,-0.229079108,0.347738106,-0.202438858,0.124594379,-0.516346818,0.77553484,0.091335759,0.186378451,0.131155077,-0.460039378,0.647756023,0.018184904,-0.055890194,0.385544995,-0.011857426,-0.323701741,-0.210711214,1.097714177,0.344354144,-0.146616948,-0.867536356,0.007527173,-0.317434982,0.170541903,0.190153495,-0.231602038,-0.562183585,-0.070871586,0.65414772,-0.214033484,0.430388031,-0.028578191,0.148074563
J02783_at,-0.04006692,-0.064589239,-0.551940943,-1.325975792,-0.928335343,-0.259984928,-0.195375846,0.612623664,0.399083036,0.994634172,0.779585957,0.368878966,0.843217063,0.905563227,0.816609228,-0.396859278,0.213253853,-1.553868391,-1.915887508,-0.453304425,-0.697750828,-1.682910336,0.507491971,-1.389956418,-1.527115664,-0.723552321,-1.061843862,-0.708445428,0.206437958,0.915348987,-0.395130464,0.260084233,1.65870927,0.04006692,0.213253853,-0.372842397,0.487014665,0.545795859,-0.244337323,-1.312860292,0.480437731,-0.706300157,0.29584193,0.288330671,0.683871994,-0.738819077,0.231273697,0.464339227,-2.023947254,-0.314493224,0.05278918,-0.659893684,0.061628478,0.400079028,-1.146566541,1.433540031,0.226789793,-0.653679625,0.064144075,-0.581126598
X67698_at,1.24062865,-1.095280199,-1.88918959,-1.462489173,0.683227657,0.263984047,0.767351355,0.741869325,-0.087197853,-1.664123034,-0.843093175,-0.656130244,1.064402197,0.518216137,-0.750834668,-0.291789986,0.099052439,0.329853178,-1.08988694,0.199374966,-1.609081671,-2.512119941,-2.237112893,-2.512119941,-2.512119941,0.147804617,-1.533924311,-0.834048036,0.597240618,1.815567423,0.978450189,0.908766634,2.5199809,0.788003784,-0.533924311,-0.452072557,-0.884513103,0.404356703,-1.586120522,-0.31048608,-1.190191846,-0.526619511,1.245969993,1.531399553,0.711302609,0.087197853,1.546196555,0.927503197,-2.483550789,-0.991069204,1.134042716,-1.789653916,-0.240096752,-1.512119941,0.392845778,1.122473327,0.81412976,-2.261158367,1.12363445,0.675331113
D13315_at,0.471621471,0.24977295,0.281771412,-0.499297465,0.744414844,-0.29669036,0.535467953,-0.13886155,-0.731318587,-1.218249005,0.093109848,1.003391033,0.456858119,-0.333287513,2.025237735,-0.141355406,-0.001131526,-0.409390492,0.732205786,0.245961336,-1.403391752,-1.282858086,-0.538203958,0.023568915,-0.852756715,-1.74642548,-1.483391074,0.382423579,0.406526443,-0.665229397,0.803956789,0.259258159,1.50867765,-0.499297465,-0.595181899,-0.104392793,-1.271886969,-2.049494547,0.741710635,-0.4770773,-1.458300093,2.382857537,0.5229227,-0.184424127,0.021340814,0.163499176,0.247868402,-0.860953868,0.371969221,-0.158934153,0.586094026,0.001131526,0.097346841,-0.788804082,-0.633286504,0.088860375,-0.333287513,0.680898393,0.230613372,-1.333287513
M33764_at,-0.428147984,-0.16397715,-0.65281595,-0.569579069,-0.127522275,-2.605767377,-0.860340204,-1.858041088,-0.091965905,-0.111002685,-0.638934241,1.273602918,-0.722209285,0.46020666,-0.055946682,-0.079859302,0.862753215,0.301637457,0.350169967,1.101185648,1.015383431,-0.050686166,0.428538745,1.352653519,0.177134501,0.866233784,0.775856538,0.090512147,-1.149846821,-1.245771241,0.419090807,-1.381172367,0.05068617,-0.195559795,-0.619332105,0.155677193,0.606394102,0.545174521,0.783976102,-0.943208471,0.501078942,0.631973009,0.210377793,-0.340484531,1.071339837,-0.185435578,-1.498025808,0.126948744,-0.790718063,-1.195559795,0.653887785,1.560724678,0.187188166,-0.53979334,-0.138641367,-0.346917965,-0.851165642,0.085742902,0.522413083,0.146546181
L16842_at,-0.643026765,-0.832722148,-0.435473963,0.530109834,-1.232128996,-0.362189537,0.663106758,0.034011321,-0.00264715,-0.24461994,-0.524055953,1.521836951,0.049441361,0.179016688,0.496729797,-0.153472052,0.155442715,-0.127213986,0.346601551,0.211386204,0.571668107,-0.23836095,-0.00796095,0.329850187,-1.171246754,-0.482779677,-0.582315351,0.062174851,1.034011321,0.666446331,0.450986624,0.447108409,2.63269754,0.787940922,-0.159372654,-0.389670273,0.401743105,-0.676482062,-0.547078171,-0.292448465,-0.174230612,-0.201366742,0.059637128,-1.095756554,-0.05668699,1.163737494,-0.257219977,-0.689230555,0.454854442,-0.269931029,0.129058529,0.666446331,0.00264715,-1.362189537,-0.531689278,0.197602388,-0.486483646,0.269639569,0.548325923,0.145904201
M35252_at,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.029011087,4.215678597,0,0,0,2.794935663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.283921772,0,0,0,0,0,0,0,0,0,0,2.790772038,0,0,0,0,0,0,0,0
X70940_s_at,-1.51791751,-1.393589375,3.068847233,3.505337842,-1.51791751,-1.51791751,-1.51791751,2.993044409,-1.51791751,1.05739482,-0.923368961,1.514183333,-1.354418778,-1.128350698,-1.51791751,2.525601983,2.180300968,-0.65397906,1.777805514,-1.51791751,1.355895688,-1.51791751,-1.51791751,-1.29140898,-1.51791751,-1.51791751,-1.51791751,-1.51791751,-1.51791751,0.923034688,1.283241146,-1.380413986,1.48927799,-1.420306714,0.907004578,0.632642166,3.346516286,-1.128350698,2.760810703,2.010653809,2.264491055,-0.496437783,-0.503562217,-1.51791751,-1.51791751,-1.354418778,-0.710562588,0.496437783,1.963639771,-1.254883104,2.723922673,1.076631039,2.58641915,2.645581222,2.47303735,3.258186478,2.008151301,2.074240492,2.687631401,2.437209271
M19311_s_at,-0.072384862,0.040963082,-0.185922321,-0.204149416,0.246336919,-0.059341824,0.355876001,-0.432669071,0.54615251,-0.299759851,-0.587374036,0.639321176,0.349370037,0.406893738,0.347194846,-0.787916148,-0.669775012,-0.158619896,0.017217271,-0.535278148,-0.211344917,0.281505253,-0.573914997,-0.680830201,-0.062953078,-1.091435454,-0.50942627,-0.132583292,0.986101147,0.559836392,0.624579157,-0.085546894,0.7578721,0.038942972,-0.084812512,0.533772872,0.128425923,0.310264246,0.108016104,-0.558539771,-0.412257611,-0.006230488,0.238143092,0.07093013,0.835572924,-0.745515528,-0.446753417,0.446041025,-0.113734121,0.031511606,0.279225213,-0.291263389,-0.403074289,-0.362457733,0.56873183,0.963558578,-0.465749018,0.908564546,0.006919618,0.006230488
D38583_at,0.536636904,0.735974564,0.088120501,-0.787976941,-0.377426833,0.17572693,0.650117502,0.784234858,-0.259359033,0.038453116,-0.011676744,-0.066325768,0.506815024,-0.842769414,1.53842463,-0.613082265,-2.446468477,-1.377426833,-0.692629064,0.383937985,-0.951475673,-3.475037629,-2.999952746,-1.005151653,-3.475037629,0.348711731,-0.273403768,-0.267144778,0.651770074,0.014248393,-0.904574698,-0.339174464,1.34922107,-1.026136678,-0.337534106,-0.070406945,0.775923944,-0.994772507,1.314169946,0.11951092,-0.170526588,-3.475037629,0.12308933,0.746066096,-0.188156482,-1.063611384,0.655069549,0.011676744,-0.166152572,0.412487641,0.520446889,-0.432393292,0.269123466,0.237558151,0.233149607,1.458062846,0.722670529,0.285183317,0.907629623,-0.375742425
U68105_s_at,0.080479873,0.40608675,0.170708687,0.311615928,-0.339340423,0.22633074,-0.028956148,0.116852263,-1.003789044,-0.3325127,0.084566831,-1.054570087,0.64344755,-0.611161731,0.002704718,-0.102550116,0.474647592,-0.124790886,0.548258834,0.263758018,0.108848386,-0.348953847,0.385529334,-0.382409144,-0.129517164,-0.00922293,-1.47110649,-0.002704718,-0.368375035,-0.483154118,-0.139016424,0.10684046,1.43598405,-0.286921889,-1.206073892,0.217983397,-0.065850012,-0.082937006,0.554165475,0.070211538,-0.982255882,-0.803570746,0.511543242,0.105835447,0.778871763,-0.444361635,0.259245362,-0.219867691,-0.557632334,-0.143789613,0.209587476,-0.952639401,0.647597203,-0.158204671,-1.128334142,1.134207456,0.510024616,0.208651572,0.154275802,0.030511414
X05130_s_at,-0.424334319,0.696295386,-0.590071524,-0.687368725,-1.216393054,0.162490926,0.040171857,0.833565105,0.01770906,1.336752999,1.075202593,0.703989778,1.439419773,0.967450449,1.078166022,-0.209149382,-0.01770906,-1.46977729,-0.835648732,-0.507783612,-0.590071524,-1.047544289,1.171768739,-1.030420111,-1.321819408,0.145639007,-1.07800957,-0.752566991,0.151278214,0.493696834,-0.528670979,0.52588812,2.22755173,-0.290903332,0.390986913,-0.413193761,0.107470246,0.62918119,-0.402138573,-0.612194334,0.979123661,-0.596357786,0.685971943,-0.980234354,-2.369472384,-0.472665569,0.226216523,-0.308857102,-1.396642585,0.315982485,0.317655175,-0.501870919,0.038144175,0.588192779,-0.877140861,1.895355304,0.193795046,-0.399387962,0.52588812,-1.073617801
M20203_s_at,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.998646839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U93205_at,-0.068010852,0.352340447,-0.886499454,0.03719218,0.901955263,-0.238268617,0.205191203,-1.060930126,-0.455511813,-0.414321845,0.029749197,0.174020653,0.354990026,-0.211560438,0.499695037,0.422856056,-0.298410852,-1.060930126,0.229940363,-0.484823976,0.008029,-0.089463962,0.353665845,1.077054911,-1.754982816,-0.631834586,0.055226103,0.966617245,0.213244838,0.626273139,0.717118846,0.00550165,0.10250554,-0.480093824,-0.326792653,-0.617479293,-0.33317627,-0.349259993,-0.739355243,-0.357911864,-0.813281457,-1.076910911,0.130610877,0.326248799,0.431040689,-1.344953438,-0.435914376,0.25498157,-0.565197393,-0.135209552,0.545648376,0.038840974,-0.093973797,-0.00550165,-0.352498367,0.013908988,0.095392813,0.309954658,0.509835999,-0.064466145
L25081_at,1.06630045,0.382637746,-0.83206541,-0.304133854,0.729218094,-1.044982883,0.111485259,0.257369673,0.036290584,-0.54133927,-0.276477512,-0.0333638,1.14851259,0.790429147,-0.852337805,-0.676376414,-0.482226177,-1.276477512,0.030766538,-0.922046777,-0.855744407,-1.766477069,-2.93640207,-0.000942322,-2.922046777,-2.93640207,-1.370804894,0.501890782,1.297025874,-0.571829638,2.057725044,0.798036596,-0.24263636,-0.390433701,0.801284691,-0.533134348,0.501890782,0.484484505,-0.623156218,0.034451584,-1.370804894,-0.222706255,-0.886771302,0.532181247,-0.574633711,-0.999057678,0.04909836,-0.0333638,0.1945288,0.680661274,-0.145630032,1.421149935,0.867858046,0.778392941,0.491204103,0.994335268,0.666482339,0.000942322,1.492544275,0.574559849
M32405_at,0.338306607,-0.023762254,-0.118112493,-0.118112493,0.481421801,-0.043630491,0.656281508,0.051478095,0.150728341,-0.367846763,-0.367131318,0.735024623,-0.335298069,-0.183364943,-0.112705759,0.091584856,0.113279927,0.483009798,-0.451825155,0.106084426,0.677241127,0.001940971,0.029912745,0.462228236,-0.129593687,0.553096785,0.45860084,0.016817087,-0.155302127,0.13111322,0.362663809,0.305925005,0.14572419,0.420573801,0.424297955,-0.300732567,-0.398220412,-0.435233603,-0.128380828,-0.001940971,0.243119466,0.113279927,-0.723990573,-0.196650104,-0.002496388,-0.4855919,-1.059724467,0.594819766,0.102989619,-0.172699178,0.104537852,-0.030543442,0.123497357,0.508572734,-0.064355916,-0.260982676,-0.66828808,-0.366416227,-0.020383576,-0.087738844
X76534_at,0,1.201633861,0,0,0,3.463360886,3.789729251,0,0,0,1.761285273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.984133595,4.09000653,4.925999419,3.730096466,4.68144927,3.908812908,3.971773447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S79522_at,-0.523139218,-0.441164487,-0.53193823,0.183412526,-0.165225178,0.234594576,0.269683027,-0.319570309,-0.122683083,-0.156301804,-0.367227658,0.005869418,-0.005869418,-0.04893814,0.029064372,0.03503447,0.186716725,-0.090329771,-0.13810213,-0.0665322,0.320201649,-0.046026545,0.156702917,0.098247937,-0.355765668,-0.04408874,0.078372748,0.3250826,0.397808219,-0.303834841,0.524971663,0.143160359,0.68831888,0.208417953,-0.453971451,0.751878983,0.279000789,-0.038773161,0.259912605,-0.157872512,0.24691349,0.356229115,0.259520409,0.086355711,0.33814213,-0.091830234,-0.402791002,-0.130372007,-0.487153273,0.126481618,-0.026286375,-0.283689161,0.114387097,-0.118599018,-0.084343476,0.450988257,-0.32309051,0.352556264,0.030903958,-0.454614793
U70439_s_at,0.931770591,-0.659370485,0.811275299,-0.90150481,-0.098340726,0.087468168,0.489766044,-0.547708661,-0.051881415,-1.729140763,-0.014771467,-0.201628535,0.453723294,-0.286346669,0.746738697,-0.304388109,-0.342404373,0.425540526,-0.014771467,0.020441821,0.447268272,1.022855566,0.769915019,1.241314961,0.531047689,-0.717812757,-0.003920377,0.710662049,0.140001475,-0.065150016,0.177749833,-0.175935261,1.01753999,-0.64091358,-0.206144016,0.003920377,-0.376351705,-0.008842575,0.33520147,-1.495650633,0.416756968,0.198396983,-0.24976103,-0.432121243,1.175148037,-0.742196916,-0.541989348,-0.013781625,-0.012792462,0.14709962,0.773359577,0.212845302,0.114879285,-0.300761727,-0.041757198,0.41160842,-0.074407984,0.418957876,0.862305771,0.086545434
U51004_at,0.216068531,-0.875686865,0.359793061,-0.742619374,-0.126323666,0.441903924,0.392750899,-0.015560737,0.249956793,0.235620108,-0.212579399,-0.183809161,0.376934193,0.395557154,-0.189685727,-0.222872154,-0.222011615,-0.808265118,-0.005900626,-0.260369513,0.025598918,0.256763431,-0.462003374,-0.023785504,0.005900626,0.080341882,-0.621930273,-0.898879626,0.70566212,-1.054095339,0.578568055,0.089382662,0.31661983,0.058551677,-0.521108741,0.219873444,-0.448855694,-0.156423273,-0.045696455,-0.823847934,0.371813204,-0.405224477,0.424972613,0.057843258,0.366673972,-0.746326515,0.377502072,1.002223094,-0.942156742,0.338367936,0.381470974,-0.504271847,0.060674849,-0.172127356,-1.131162223,0.390501958,-0.156423273,0.182015364,0.193025885,-0.494886736
HG3342-HT3519_s_at,0.337214502,-1.63663321,-0.113446907,-0.658393729,-1.119470694,-1.645298071,-2.077822997,0.043057579,-2.20015854,1.507139504,0.077694581,1.558978435,0.348168959,1.01446146,-1.319897784,0.657382139,1.392232344,0.162056851,-0.043057579,0.09860357,-0.896216191,-2.376481313,-2.376481313,-1.413007189,-2.376481313,-2.376481313,-0.31297837,0.189115863,-1.619458066,-1.943521905,-0.156151358,-1.131594253,-1.72571675,-2.376481313,-1.285627882,1.229960916,1.564624998,1.391173486,1.991588564,0.920710104,-0.753550962,1.235871186,0.62532093,-0.870590383,0.599882323,1.710981529,2.256949898,0.167014571,-0.860466166,2.578180308,1.723655359,0.203664172,0.716064429,0.12432074,-1.954248312,0.737885712,-0.372879076,-0.707454547,1.369831454,-0.302661079
M59807_at,0.217493622,2.354805946,0.057523701,1.809449326,0.650297239,-0.919168925,-0.267933205,0.048094288,0.048094288,0.209056785,-0.384392182,-0.117108303,0.062215396,0,-0.882643049,1.369076043,-0.85584299,0.450064884,1.30124041,-1.138481954,-0.267933205,2.253835469,-1.397216222,-0.187762857,0.166116263,-1.044699807,-0.210217707,-0.044699807,-0.873654266,-1.560714954,-0.803691708,-0.995117779,-0.85584299,-0.83824893,-1.250374834,0.121858343,1.591468465,1.083141235,-1.182203331,-1.560714954,-0.227291221,-0.560714954,0.080831075,0.315065109,-0.490325627,-0.761627648,0.792608337,-0.429784085,1.507955856,-0.065019792,0.108311811,-0.864721141,2.561129343,2.959707294,1.708318192,1.014597376,3.392084523,0,2.453640339,2.90329977
X55448_cds1_s_at,-0.442117192,0.122860934,0.504227496,-2.097469021,-1.119273391,-0.315060456,0.286580786,0.400781847,0.046577349,1.041672998,-0.507705534,1.918670682,0.682841078,2.10964294,0.836103617,0.458347134,-1.23353057,-1.741325211,-1.419397116,-1.7871289,-0.664509614,-0.23353057,-1.10470059,0.900726482,-1.349007788,-2.097469021,-2.097469021,0.049837678,-0.310872659,-0.020226022,0.845514577,-0.993132361,0.02022602,0.596296691,0.614025886,2.660087668,1.174554168,-1.068899869,0.627181251,0.996767049,2.851131827,-0.414895723,1.884383632,-1.148868173,-1.375002996,-1.401475208,-0.097469021,-0.581453874,-1.249472114,0.72628034,1.347463028,0.576087403,-0.953422651,0.897110703,-1.097469021,0.815180844,-0.566399528,0.436094327,-0.822461973,0.125953529
X59798_at,-2.016085694,0.416873713,0.342873131,0.799489734,0.529882675,-2.016085694,-1.184208453,-0.071227249,1.026558643,0.725920516,-2.016085694,0.359648844,-0.952582752,-0.43594021,-2.016085694,-0.729204547,0.127960675,-0.067484847,-0.012483458,-1.276237592,-1.060029042,-2.016085694,-2.016085694,-2.016085694,-2.016085694,-2.016085694,-2.016085694,0.264870619,0.213502228,1.874360998,2.927835632,1.321625398,0.07476774,1.363812469,-2.016085694,-0.32455153,1.71183476,0.3058424,0.949236854,0.524933459,-2.016085694,-0.771198635,1.574875547,0.06797857,1.001836214,-0.783424938,-0.987516542,0.043961689,0.2499512,-0.289254477,0.398049839,-0.490016883,0.127960675,-1.09769946,-0.333512397,-1.160095997,0.104929707,0.012483458,1.361038055,0.237903572
M22760_at,-1.173115395,-1.052821161,-0.012980897,0.012980897,-0.30665174,0.454423776,1.037580651,0.02942725,-0.44369661,-0.561908795,-0.302071752,-0.521418905,-0.586759659,0.307824041,1.130294773,0.152988376,-0.553719397,0.091660345,-0.413743388,0.132833984,0.482568278,0.431231016,1.040288243,0.718360148,-0.52675235,1.213415676,-0.308947198,0.022140896,1.307824041,0.571357736,0.498407724,0.615600574,2.09166035,1.15964442,-0.464016594,0.340411967,0.546179173,-0.123787683,-0.168939719,0.295788976,0.363658312,-0.154419301,-0.868858327,-0.828780887,0.604666411,-0.52675235,-0.348539377,-0.466576835,-0.899664373,-0.441176618,0.049277026,0.31529529,-0.265946045,-0.941789849,-1.014853311,0.289733584,-0.101730762,-0.748699564,0.056427946,-0.761217603
